# cameras: 0=0x11000000525a4b1,1=0x1000000525a4b1
sync_index,port,frame_index,frame_time
0,0,0,0.00022200000239536166
0,1,0,0.00022200000239536166
1,0,1,0.04808304097969085
1,1,1,0.04808304097969085
2,0,2,0.06990412500454113
2,1,2,0.06990412500454113
3,0,3,0.1084042500006035
3,1,3,0.1084042500006035
4,0,4,0.15132858301512897
4,1,4,0.15132858301512897
5,0,5,0.17032916599418968
5,1,5,0.17032916599418968
6,0,6,0.2093721249839291
6,1,6,0.2093721249839291
7,0,7,0.2512828329927288
7,1,7,0.2512828329927288
8,0,8,0.270418707979843
8,1,8,0.270418707979843
9,0,9,0.31053041596896946
9,1,9,0.31053041596896946
10,0,10,0.3369781660148874
10,1,10,0.3369781660148874
11,0,11,0.3693257499835454
11,1,11,0.3693257499835454
12,0,12,0.41221933299675584
12,1,12,0.41221933299675584
13,0,13,0.4344045409816317
13,1,13,0.4344045409816317
14,0,14,0.4716318749706261
14,1,14,0.4716318749706261
15,0,15,0.5133073750184849
15,1,15,0.5133073750184849
16,0,16,0.5356332079973072
16,1,16,0.5356332079973072
17,0,17,0.5712532079778612
17,1,17,0.5712532079778612
18,0,18,0.6131097499746829
18,1,18,0.6131097499746829
19,0,19,0.6376246250001714
19,1,19,0.6376246250001714
20,0,20,0.6719124160008505
20,1,20,0.6719124160008505
21,0,21,0.7151357909897342
21,1,21,0.7151357909897342
22,0,22,0.736809958005324
22,1,22,0.736809958005324
23,0,23,0.7762103750137612
23,1,23,0.7762103750137612
24,0,24,0.8022564999992028
24,1,24,0.8022564999992028
25,0,25,0.836864290991798
25,1,25,0.836864290991798
26,0,26,0.8804809579742141
26,1,26,0.8804809579742141
27,0,27,0.903585624997504
27,1,27,0.903585624997504
28,0,28,0.9400771660148166
28,1,28,0.9400771660148166
29,0,29,0.9681195829762146
29,1,29,0.9681195829762146
30,0,30,1.0041803749627434
30,1,30,1.0041803749627434
31,0,31,1.0454191250028089
31,1,31,1.0454191250028089
32,0,32,1.0717567909741774
32,1,32,1.0717567909741774
33,0,33,1.1065005830023438
33,1,33,1.1065005830023438
34,0,34,1.150560415990185
34,1,34,1.150560415990185
35,0,35,1.1705006249831058
35,1,35,1.1705006249831058
36,0,36,1.2101541250012815
36,1,36,1.2101541250012815
37,0,37,1.2337662079953589
37,1,37,1.2337662079953589
38,0,38,1.2697502499795519
38,1,38,1.2697502499795519
39,0,39,1.313498332980089
39,1,39,1.313498332980089
40,0,40,1.3339341249666177
40,1,40,1.3339341249666177
41,0,41,1.3717797080171295
41,1,41,1.3717797080171295
42,0,42,1.4154852079809643
42,1,42,1.4154852079809643
43,0,43,1.4344031249638647
43,1,43,1.4344031249638647
44,0,44,1.4744088749866933
44,1,44,1.4744088749866933
45,0,45,1.5010180000099353
45,1,45,1.5010180000099353
46,0,46,1.5384892500005662
46,1,46,1.5384892500005662
47,0,47,1.5749198750127107
47,1,47,1.5749198750127107
48,0,48,1.616575833002571
48,1,48,1.616575833002571
49,0,49,1.6344562500016764
49,1,49,1.6344562500016764
50,0,50,1.6757261659950018
50,1,50,1.6757261659950018
51,0,51,1.7192089579766616
51,1,51,1.7192089579766616
52,0,52,1.7364833750179969
52,1,52,1.7364833750179969
53,0,53,1.7776662500109524
53,1,53,1.7776662500109524
54,0,54,1.8050720829633065
54,1,54,1.8050720829633065
55,0,55,1.8606301660183817
55,1,55,1.8606301660183817
56,0,56,1.8683639579685405
56,1,56,1.8683639579685405
57,0,57,1.9196693749981932
57,1,57,1.9196693749981932
58,0,58,1.9345406249631196
58,1,58,1.9345406249631196
59,0,59,1.9793180829728954
59,1,59,1.9793180829728954
60,0,60,2.003882374963723
60,1,60,2.003882374963723
61,0,61,2.038561999972444
61,1,61,2.038561999972444
62,0,62,2.079950707964599
62,1,62,2.079950707964599
63,0,63,2.1029885829775594
63,1,63,2.1029885829775594
64,0,64,2.1388460000162013
64,1,64,2.1388460000162013
65,0,65,2.179880707990378
65,1,65,2.179880707990378
66,0,66,2.2042641660082154
66,1,66,2.2042641660082154
67,0,67,2.23871520801913
67,1,67,2.23871520801913
68,0,68,2.280637125018984
68,1,68,2.280637125018984
69,0,69,2.303133749985136
69,1,69,2.303133749985136
70,0,70,2.3387437909841537
70,1,70,2.3387437909841537
71,0,71,2.3813672909745947
71,1,71,2.3813672909745947
72,0,72,2.4044652080046944
72,1,72,2.4044652080046944
73,0,73,2.442143332969863
73,1,73,2.442143332969863
74,0,74,2.4687361660180613
74,1,74,2.4687361660180613
75,0,75,2.5046469579683617
75,1,75,2.5046469579683617
76,0,76,2.5433708329801448
76,1,76,2.5433708329801448
77,0,77,2.5858274580095895
77,1,77,2.5858274580095895
78,0,78,2.6033645829884335
78,1,78,2.6033645829884335
79,0,79,2.6439575830008835
79,1,79,2.6439575830008835
80,0,80,2.6718655409640633
80,1,80,2.6718655409640633
81,0,81,2.7036395829636604
81,1,81,2.7036395829636604
82,0,82,2.746831749973353
82,1,82,2.746831749973353
83,0,83,2.770999500004109
83,1,83,2.770999500004109
84,0,84,2.80648658296559
84,1,84,2.80648658296559
85,0,85,2.8495080409920774
85,1,85,2.8495080409920774
86,0,86,2.8707839159760624
86,1,86,2.8707839159760624
87,0,87,2.909211415972095
87,1,87,2.909211415972095
88,0,88,2.952658333000727
88,1,88,2.952658333000727
89,0,89,2.969967250013724
89,1,89,2.969967250013724
90,0,90,3.011773790989537
90,1,90,3.011773790989537
91,0,91,3.0386136659653857
91,1,91,3.0386136659653857
92,0,92,3.0721763750188984
92,1,92,3.0721763750188984
93,0,93,3.100764708011411
93,1,93,3.100764708011411
94,0,94,3.1370379999862053
94,1,94,3.1370379999862053
95,0,95,3.1775599159882404
95,1,95,3.1775599159882404
96,0,96,3.2001792499795556
96,1,96,3.2001792499795556
97,0,97,3.238392041006591
97,1,97,3.238392041006591
98,0,98,3.2789148750016466
98,1,98,3.2789148750016466
99,0,99,3.300411375006661
99,1,99,3.300411375006661
100,0,100,3.3374898330075666
100,1,100,3.3374898330075666
101,0,101,3.38080533297034
101,1,101,3.38080533297034
102,0,102,3.403344416001346
102,1,102,3.403344416001346
103,0,103,3.4417212909902446
103,1,103,3.4417212909902446
104,0,104,3.4694197080098093
104,1,104,3.4694197080098093
105,0,105,3.504229290992953
105,1,105,3.504229290992953
106,0,106,3.5428969159838744
106,1,106,3.5428969159838744
107,0,107,3.5686124159838073
107,1,107,3.5686124159838073
108,0,108,3.603080249973573
108,1,108,3.603080249973573
109,0,109,3.6461062079761177
109,1,109,3.6461062079761177
110,0,110,3.6676752499770373
110,1,110,3.6676752499770373
111,0,111,3.7034749159938656
111,1,111,3.7034749159938656
112,0,112,3.74509375001071
112,1,112,3.74509375001071
113,0,113,3.77182833297411
113,1,113,3.77182833297411
114,0,114,3.805064707994461
114,1,114,3.805064707994461
115,0,115,3.8481878329766914
115,1,115,3.8481878329766914
116,0,116,3.871214249986224
116,1,116,3.871214249986224
117,0,117,3.90867774997605
117,1,117,3.90867774997605
118,0,118,3.951208582962863
118,1,118,3.951208582962863
119,0,119,3.970651082985569
119,1,119,3.970651082985569
120,0,120,4.009616624971386
120,1,120,4.009616624971386
121,0,121,4.052832290995866
121,1,121,4.052832290995866
122,0,122,4.068511415971443
122,1,122,4.068511415971443
123,0,123,4.111708707991056
123,1,123,4.111708707991056
