param,magnitude,unit,sign,mean_cm,median_cm,p95_cm,max_cm,Nose_mean_cm,L_Eye_mean_cm,R_Eye_mean_cm,L_Ear_mean_cm,R_Ear_mean_cm,L_Shoulder_mean_cm,R_Shoulder_mean_cm,L_Elbow_mean_cm,R_Elbow_mean_cm,L_Wrist_mean_cm,R_Wrist_mean_cm,L_Hip_mean_cm,R_Hip_mean_cm,L_Knee_mean_cm,R_Knee_mean_cm,L_Ankle_mean_cm,R_Ankle_mean_cm
ty,20.0,mm,+,0.5671322084463596,0.567859634656146,0.5709794741376669,0.572005459169408,0.5671822315766563,0.5669350730993591,0.5668924141593782,0.5669312309141002,0.5667809527643933,0.5683371161198174,0.5679198075526167,0.569107614314488,0.5686824548589103,0.5688912930031199,0.5686999250884129,0.568546745264642,0.5685162005176777,0.5665186114149637,0.5666247953685724,0.5621266061385575,0.5625544714324484
ty,20.0,mm,-,0.5668174307386521,0.5679029512301995,0.5700418770062583,0.571046553403096,0.5664290667608245,0.5661405625426732,0.5661089372499359,0.5661025483999839,0.5659765098771105,0.5676956045327171,0.5672741441447237,0.5687171833442288,0.5682560322032915,0.5687290130854002,0.5684458464443443,0.5684200244964763,0.5683651865484436,0.5667451878960122,0.5668198763347889,0.5626500291095546,0.5630205695865762
ty,50.0,mm,+,1.4186625653486298,1.4199028570663321,1.4294482847591725,1.4322561378622614,1.4196083108591713,1.4190687078675153,1.4189415301042019,1.4191246263162285,1.4187049460343473,1.4222857238466318,1.4212545477731002,1.4237410452876884,1.4227485032018985,1.4227686672574078,1.4224660984189186,1.4218400495693662,1.421810746404826,1.4161111529662116,1.4164344291888509,1.4045912528412507,1.4057632729890948
ty,50.0,mm,-,1.4166763971507201,1.419459159710113,1.4240093934779465,1.4260820983450608,1.4148810184794551,1.4140813085261792,1.4140234680183799,1.413922886892442,1.413656020619664,1.4182574845991847,1.4172051214006502,1.421278024347965,1.420072961001257,1.421733524021778,1.4208678833452562,1.4210385786173474,1.4208627677868937,1.4175092824678988,1.4176466103999585,1.4078144177159915,1.408647393321937
tz,1.0,mm,+,0.012705162277262427,0.006301604804236414,0.028892794330744077,0.031417036609679726,0.011898243976427126,0.012099940749818783,0.011867997078191254,0.012494571553425097,0.011942188038185225,0.012731068551997684,0.011742694019531583,0.013256851802229765,0.01134278907620272,0.013354552874710017,0.011282922846461834,0.013033813407139905,0.012344220067080707,0.013990871323432208,0.013234675225527051,0.0150687832303611,0.014301574892739217
tz,1.0,mm,-,0.012724160459177231,0.006301561168519752,0.02895599133310027,0.031473096151272806,0.011924021265609926,0.01212681484797558,0.011893547037619318,0.012522752610359173,0.011967112218538389,0.012758749533243328,0.011764248825711424,0.013282247593687688,0.01136126445525318,0.01337788788155802,0.011300088152369362,0.013052751367040883,0.012360351083176424,0.014002396309597563,0.013245663373190114,0.015067488526931877,0.014303342724150684
tz,2.0,mm,+,0.02541970443721203,0.012603284422135857,0.057815006747675014,0.06286227037297004,0.02380949951743199,0.024213437673388485,0.023748888098524032,0.025003231189147497,0.023896877886678002,0.02547585213631396,0.023496055632268746,0.02652613463249511,0.022694689556868416,0.02672045210026327,0.022574403089754905,0.026076945563678344,0.024696405994032392,0.027987259195700238,0.026474667677998883,0.030136484205310766,0.028603691282749474
tz,2.0,mm,-,0.025438829556688223,0.012603047602341232,0.05788479083334224,0.06291757275242879,0.02383496561281293,0.02423999950347172,0.023774138494515335,0.02503132778638457,0.023921669339855983,0.025503684754500922,0.02351779313221689,0.026551803394500653,0.022713394149955605,0.026743633630509106,0.0225915980194059,0.02609612626003309,0.024712707927407686,0.02799921943044431,0.026485982841131246,0.030135975349212873,0.028606082837340972
tz,5.0,mm,+,0.0635631427144633,0.031508710279866084,0.14459508010467798,0.15719972259264284,0.05954393275313206,0.060554601283487365,0.059392202849067266,0.06252943542215268,0.05976125240446362,0.0637099615182103,0.05875580784674444,0.06633356582102158,0.0567499584825637,0.06681879733106681,0.0564488084789724,0.06520590112974478,0.061752651677023596,0.06997560011472088,0.06619402288124052,0.075338081468774,0.07150884468348995
tz,5.0,mm,-,0.06358315612496868,0.031507121171424075,0.14466129602565939,0.15724972355321742,0.05956722019900488,0.060578976895752604,0.059415356024129624,0.0625569403859932,0.05978511453304916,0.06373885516972659,0.058778824057243134,0.0663611444851052,0.05677026749063951,0.06684090338408176,0.05646621069989368,0.06522678080012165,0.061770149945317814,0.06999060699366913,0.06620762709686472,0.07534307362972757,0.0715156023341474
