sigma_rot_deg,sigma_trans_mm,trial,mean_cm,median_cm,p95_cm,max_cm,drx_rad,dry_rad,drz_rad,dtx_m,dty_m,dtz_m,Nose_mean_cm,L_Eye_mean_cm,R_Eye_mean_cm,L_Ear_mean_cm,R_Ear_mean_cm,L_Shoulder_mean_cm,R_Shoulder_mean_cm,L_Elbow_mean_cm,R_Elbow_mean_cm,L_Wrist_mean_cm,R_Wrist_mean_cm,L_Hip_mean_cm,R_Hip_mean_cm,L_Knee_mean_cm,R_Knee_mean_cm,L_Ankle_mean_cm,R_Ankle_mean_cm
2.0,20,17,5.863697151205697,5.874764167391742,6.062683932038005,6.391134547422506,-0.014467839319341909,0.022127646508029508,0.00010448557382039894,0.006804199537366757,0.013401584844043798,-0.007496829257952193,5.777703395938922,5.762258329481507,5.771874394948007,5.7553677732507955,5.787533744880302,5.797606020898251,5.867924816320351,5.829990403981176,5.9259143620917465,5.84432003887302,5.937491756601649,5.904263021661517,5.951862953547625,5.920755160229723,5.973917151759051,5.906126438937233,5.9679418070959915
2.0,20,18,6.982221777733624,6.942362107698881,8.967428591206094,9.499018109930182,0.026398040835001895,0.013224101554352479,-0.0431031080266404,0.028846095823724886,-0.010014894875138323,-0.03310190686370368,6.297563869957168,6.250552471268205,6.256971162519467,6.288158992292998,6.344642508240233,6.54747315856549,6.68389529738827,6.819936324994541,6.950959930145658,6.981864532725672,7.053007077614448,7.206323148046606,7.25945632600621,7.683604013403398,7.723147148960755,8.170332067413085,8.179882191929416
2.0,20,19,9.096337687315446,9.150283120664373,9.779498394900335,10.038429206796284,-0.036478907119072805,-0.035641199730782516,0.0018211923845322937,-0.005477010110924744,-0.006736639352811858,0.01239403930964958,9.196145229820003,9.187577407397459,9.215241300755764,9.176892751998212,9.278304880368546,9.087393734822799,9.341068968589711,8.965518409097918,9.33580903275076,8.90110734389242,9.288142421571125,8.997756620216695,9.16487950802916,8.858870197877815,9.03120523155568,8.715556135591669,8.896271510026843
2.0,20,20,3.5461593724809317,3.5307247927794014,4.2889520347264085,4.3495593109804345,0.011863888198435285,0.011032151873319854,0.014305711897509543,0.012322693360044766,-0.04215906683554886,-0.007288765045289224,3.8574545059353516,3.87637542358227,3.886254136443385,3.8672220950699723,3.896185518388741,3.707325582684304,3.790712765942254,3.5297965252076096,3.6686664824783577,3.4253024404077124,3.5927934224249234,3.3922170554295956,3.4541099294540483,3.1587880896041884,3.223812217155262,2.941518062341404,3.016175079626467
2.0,20,21,10.187083279461776,9.909903642893363,11.891541838355291,12.36877536711891,-0.07610368802091845,0.001258728901299331,-0.00016172123893654246,0.020910645495793606,0.023752687854422416,0.004055500965047347,9.930870557230712,9.884697023501362,9.973619892822347,9.833585620983811,10.118390673623805,9.699464905091554,10.36225414658129,9.563152950183502,10.527520796081065,9.600731776197366,10.558655641005629,10.046994975992781,10.455119959800264,10.29322204818763,10.694499796534032,10.638993173213688,10.998641813819345
2.0,20,22,4.744860298752318,4.739489545111519,5.6024357569297045,5.829147989860584,-0.01746589649880416,0.016935317633123788,-0.018427801901317157,-2.785302886697798e-05,0.019722726339215357,-0.011155426919788472,4.292703468906955,4.243943399788252,4.266088020489979,4.2048653790219435,4.260431531515202,4.382728605512211,4.458713463540067,4.602847563080937,4.695235624724196,4.80664844708182,4.85867032668168,4.922458667675166,4.96238237384721,5.264957004382753,5.3073043043206125,5.553576375529831,5.579070522690597
2.0,20,23,7.528025118491032,7.561825779582037,8.588614219413664,8.922032685050514,0.028123489935538468,0.023645768482393425,-0.033328521760064865,0.019477882564348018,0.013971326907430102,0.002038517747453149,6.937262435265811,6.881258149206746,6.905054546708578,6.873941132983531,6.956134072780349,7.094328583776892,7.261146041907372,7.335819196847752,7.541598319928906,7.530209486586156,7.686973361800422,7.721627262382196,7.806449829621395,8.134876693686609,8.215942640890187,8.518993460769725,8.574811799204902
2.0,20,24,6.328468612066084,6.469011797882127,7.291617255775935,7.480710161204955,-0.02661010861554266,-0.029991947954190513,-0.018767964463429918,0.010851889265839201,-0.01911250334802796,0.0087502449723974,6.851539429700599,6.881794565589752,6.897327045397611,6.885787177253717,6.945819701556741,6.630587192171156,6.817197526068215,6.3201790409911,6.60792970904186,6.097615946952925,6.442529254820295,6.073998224550768,6.2095920278284025,5.620858128346681,5.761889370832788,5.1868400363422635,5.35248202767854
2.0,20,25,4.6947403415577,4.49906181052646,5.561612894338326,5.8466164083034595,-0.04334544496754296,-0.007123337396683959,0.003827428669470246,0.04890260290117834,-0.02754631311040735,0.029440291329802668,4.680259781963682,4.668496803885524,4.713253093414478,4.652272828187531,4.798113024584864,4.522532615884548,4.884682706166667,4.379270419326092,4.914029697115976,4.338561405961462,4.885293338501069,4.555090122450606,4.785187789408937,4.591696288135314,4.821360628468133,4.702936916365852,4.917548346660175
2.0,20,26,3.2213167606810664,3.4126609884876036,3.77900717620355,3.847379002734028,0.005230486966428883,0.014352607522237494,0.004131121502978494,0.008894536363904661,-0.003073702087240355,0.029081003629149164,3.3520656911134505,3.352112027407699,3.3670390626727116,3.328831603322788,3.3606153297879313,3.2572843377499203,3.3248897991205015,3.1844742963429415,3.298727744913594,3.167356582699312,3.291808724236968,3.157351714700439,3.20444334597473,3.060200480437591,3.111390210086886,2.943798261647491,2.9999957193631723
2.0,20,27,8.96035871302666,8.933825038940137,9.882029603330194,10.19336586760093,-0.01593384881413461,0.03952244237887452,-0.02249265567862271,-0.001205036928025739,-0.021439251045804384,0.0091004744069504,8.40705888064556,8.34041825926573,8.370684965309028,8.290944877346416,8.367047884582819,8.532189613753923,8.643188678759135,8.80923341225407,8.948288450786812,9.049615653382775,9.140252509003341,9.200521957020934,9.261546173164477,9.574411730006853,9.639960316881298,9.848856211915251,9.901878547374798
