# cameras: 0=6C707041-05AC-0010-0006-000000000001,1=0x11000000525a4b1
sync_index,port,frame_index,frame_time
0,0,0,0.00041500001680105925
0,1,0,0.00041500001680105925
1,0,1,0.15013241698034108
1,1,1,0.15013241698034108
2,0,2,0.16060587507672608
2,1,2,0.16060587507672608
3,0,3,0.1629884580615908
3,1,3,0.1629884580615908
4,0,4,0.17353074997663498
4,1,4,0.17353074997663498
5,0,5,0.17556329199578613
5,1,5,0.17556329199578613
6,0,6,0.1777540830662474
6,1,6,0.1777540830662474
7,0,7,0.18646129209082574
7,1,7,0.18646129209082574
8,0,8,0.1882617500377819
8,1,8,0.1882617500377819
9,0,9,0.1898139170370996
9,1,9,0.1898139170370996
10,0,10,0.19152695802040398
10,1,10,0.19152695802040398
11,0,11,0.20246791699901223
11,1,11,0.20246791699901223
12,0,12,0.2055532920639962
12,1,12,0.2055532920639962
13,0,13,0.21889483300037682
13,1,13,0.21889483300037682
14,0,14,0.241464167018421
14,1,14,0.241464167018421
15,0,15,0.25377720803953707
15,1,15,0.25377720803953707
16,0,16,0.27698341698851436
16,1,16,0.27698341698851436
17,0,17,0.28917266707867384
17,1,17,0.28917266707867384
18,0,18,0.30283625004813075
18,1,18,0.30283625004813075
19,0,19,0.32533333299215883
19,1,19,0.32533333299215883
20,0,20,0.33758470800239593
20,1,20,0.33758470800239593
21,0,21,0.3597019170410931
21,1,21,0.3597019170410931
22,0,22,0.3719220830826089
22,1,22,0.3719220830826089
23,0,23,0.3854058750439435
23,1,23,0.3854058750439435
24,0,24,0.40841087501030415
24,1,24,0.40841087501030415
25,0,25,0.41921750002074987
25,1,25,0.41921750002074987
26,0,26,0.4435402500675991
26,1,26,0.4435402500675991
27,0,27,0.451055167010054
27,1,27,0.451055167010054
28,0,28,0.4681302080862224
28,1,28,0.4681302080862224
29,0,29,0.4906648750184104
29,1,29,0.4906648750184104
30,0,30,0.5016582080861554
30,1,30,0.5016582080861554
31,0,31,0.5306006669998169
31,1,31,0.5306006669998169
32,0,32,0.5339804580435157
32,1,32,0.5339804580435157
33,0,33,0.5592338750138879
33,1,33,0.5592338750138879
34,0,34,0.5706889170687646
34,1,34,0.5706889170687646
35,0,35,0.5858011250384152
35,1,35,0.5858011250384152
36,0,36,0.6117753330618143
36,1,36,0.6117753330618143
37,0,37,0.6235938330646604
37,1,37,0.6235938330646604
38,0,38,0.6411176670808345
38,1,38,0.6411176670808345
39,0,39,0.6528785420814529
39,1,39,0.6528785420814529
40,0,40,0.6762813749955967
40,1,40,0.6762813749955967
41,0,41,0.6929261250188574
41,1,41,0.6929261250188574
42,0,42,0.704790125018917
42,1,42,0.704790125018917
43,0,43,0.7217765420209616
43,1,43,0.7217765420209616
